path,label,type,f0_base
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0115.wav,1,fake,155.24238657609368
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0116.wav,0,real,205.73981799684077
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0116.wav,1,fake,205.73981799684077
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0117.wav,0,real,114.91502026914002
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0117.wav,1,fake,114.91502026914002
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0118.wav,0,real,175.92383007402947
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0118.wav,1,fake,175.92383007402947
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0119.wav,0,real,257.4792673471835
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0119.wav,1,fake,257.4792673471835
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0120.wav,0,real,108.37885148003528
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0120.wav,1,fake,108.37885148003528
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0121.wav,0,real,256.2469786350919
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0121.wav,1,fake,256.2469786350919
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0122.wav,0,real,236.48520404306646
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0122.wav,1,fake,236.48520404306646
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0123.wav,0,real,123.92871006644464
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0123.wav,1,fake,123.92871006644464
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0124.wav,0,real,177.65597506768003
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0124.wav,1,fake,177.65597506768003
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0125.wav,0,real,152.9474214206175
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0125.wav,1,fake,152.9474214206175
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0126.wav,0,real,232.0744368472208
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0126.wav,1,fake,232.0744368472208
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0127.wav,0,real,257.25614364711873
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0127.wav,1,fake,257.25614364711873
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0128.wav,0,real,208.9471858400201
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0128.wav,1,fake,208.9471858400201
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0129.wav,0,real,127.21853138738733
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0129.wav,1,fake,127.21853138738733
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0130.wav,0,real,108.14074146503182
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0130.wav,1,fake,108.14074146503182
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0131.wav,0,real,242.56007358303162
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0131.wav,1,fake,242.56007358303162
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0132.wav,0,real,104.57766540936547
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0132.wav,1,fake,104.57766540936547
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0133.wav,0,real,169.74009412786987
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0133.wav,1,fake,169.74009412786987
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0134.wav,0,real,142.55025677525543
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0134.wav,1,fake,142.55025677525543
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0135.wav,0,real,123.52594475764599
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0135.wav,1,fake,123.52594475764599
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0136.wav,0,real,103.3281462160804
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0136.wav,1,fake,103.3281462160804
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0137.wav,0,real,100.41154392847976
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0137.wav,1,fake,100.41154392847976
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0138.wav,0,real,244.2072413481203
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0138.wav,1,fake,244.2072413481203
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0139.wav,0,real,105.75403776638561
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0139.wav,1,fake,105.75403776638561
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0140.wav,0,real,239.69188206114225
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0140.wav,1,fake,239.69188206114225
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0141.wav,0,real,153.18265474218583
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0141.wav,1,fake,153.18265474218583
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0142.wav,0,real,88.74705129847243
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0142.wav,1,fake,88.74705129847243
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0143.wav,0,real,176.35427918634554
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0143.wav,1,fake,176.35427918634554
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0144.wav,0,real,158.53550838198913
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0144.wav,1,fake,158.53550838198913
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0145.wav,0,real,182.7255207173048
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0145.wav,1,fake,182.7255207173048
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0146.wav,0,real,105.9379949579137
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0146.wav,1,fake,105.9379949579137
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0147.wav,0,real,91.8050619906842
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0147.wav,1,fake,91.8050619906842
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0148.wav,0,real,232.231496607344
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0148.wav,1,fake,232.231496607344
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0149.wav,0,real,116.54112752654211
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0149.wav,1,fake,116.54112752654211
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0150.wav,0,real,90.64813735568872
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0150.wav,1,fake,90.64813735568872
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0151.wav,0,real,222.00606006651282
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0151.wav,1,fake,222.00606006651282
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0152.wav,0,real,238.20530672722043
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0152.wav,1,fake,238.20530672722043
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0153.wav,0,real,106.86824523513616
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0153.wav,1,fake,106.86824523513616
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0154.wav,0,real,205.78777013946439
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0154.wav,1,fake,205.78777013946439
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0155.wav,0,real,170.60919050507732
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0155.wav,1,fake,170.60919050507732
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0156.wav,0,real,110.13986911177805
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0156.wav,1,fake,110.13986911177805
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0157.wav,0,real,145.1957791378328
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0157.wav,1,fake,145.1957791378328
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0158.wav,0,real,221.9834758095166
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0158.wav,1,fake,221.9834758095166
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0159.wav,0,real,228.95297545923913
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0159.wav,1,fake,228.95297545923913
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0160.wav,0,real,175.86153432341462
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0160.wav,1,fake,175.86153432341462
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0161.wav,0,real,225.33431334572256
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0161.wav,1,fake,225.33431334572256
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0162.wav,0,real,259.8130465203888
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0162.wav,1,fake,259.8130465203888
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0163.wav,0,real,91.61504273306497
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0163.wav,1,fake,91.61504273306497
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0164.wav,0,real,156.01587706943803
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0164.wav,1,fake,156.01587706943803
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0165.wav,0,real,88.12316061854631
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0165.wav,1,fake,88.12316061854631
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0166.wav,0,real,142.10050201383766
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0166.wav,1,fake,142.10050201383766
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0167.wav,0,real,215.19013149729275
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0167.wav,1,fake,215.19013149729275
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0168.wav,0,real,148.8886585392023
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0168.wav,1,fake,148.8886585392023
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0169.wav,0,real,157.75145879502503
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0169.wav,1,fake,157.75145879502503
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0170.wav,0,real,106.13227873457785
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0170.wav,1,fake,106.13227873457785
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0171.wav,0,real,92.16792660154005
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0171.wav,1,fake,92.16792660154005
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0172.wav,0,real,237.13079180031644
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0172.wav,1,fake,237.13079180031644
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0173.wav,0,real,197.15746282490582
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0173.wav,1,fake,197.15746282490582
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0174.wav,0,real,191.26048840588902
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0174.wav,1,fake,191.26048840588902
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0175.wav,0,real,177.84333799959947
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0175.wav,1,fake,177.84333799959947
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0176.wav,0,real,140.74498778603083
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0176.wav,1,fake,140.74498778603083
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0177.wav,0,real,90.2485671898791
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0177.wav,1,fake,90.2485671898791
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0178.wav,0,real,240.20379833156701
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0178.wav,1,fake,240.20379833156701
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0179.wav,0,real,197.12447772963742
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0179.wav,1,fake,197.12447772963742
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0180.wav,0,real,234.9969106029091
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0180.wav,1,fake,234.9969106029091
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0181.wav,0,real,123.64876816403542
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0181.wav,1,fake,123.64876816403542
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0182.wav,0,real,92.6377190682853
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0182.wav,1,fake,92.6377190682853
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0183.wav,0,real,249.08024197112871
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0183.wav,1,fake,249.08024197112871
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0184.wav,0,real,140.62582763648373
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0184.wav,1,fake,140.62582763648373
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0185.wav,0,real,196.6509478888578
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0185.wav,1,fake,196.6509478888578
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0186.wav,0,real,85.86194157691837
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0186.wav,1,fake,85.86194157691837
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0187.wav,0,real,112.93895863503391
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0187.wav,1,fake,112.93895863503391
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0188.wav,0,real,99.33100453646149
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0188.wav,1,fake,99.33100453646149
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0189.wav,0,real,221.83974974043508
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0189.wav,1,fake,221.83974974043508
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0190.wav,0,real,150.73812052281136
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0190.wav,1,fake,150.73812052281136
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0191.wav,0,real,237.80741816752226
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0191.wav,1,fake,237.80741816752226
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0192.wav,0,real,127.57353171869038
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0192.wav,1,fake,127.57353171869038
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0193.wav,0,real,129.73048548460423
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0193.wav,1,fake,129.73048548460423
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0194.wav,0,real,250.22618645217315
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0194.wav,1,fake,250.22618645217315
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0195.wav,0,real,91.9923438906874
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0195.wav,1,fake,91.9923438906874
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0196.wav,0,real,184.84551725179506
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0196.wav,1,fake,184.84551725179506
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0197.wav,0,real,158.89680330815895
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0197.wav,1,fake,158.89680330815895
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0198.wav,0,real,101.1900646165357
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0198.wav,1,fake,101.1900646165357
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\real\real_spk_0199.wav,0,real,188.10464315600194
D:\Program Files Drive D\Voice detection\SIH26104_Voice_Shield\data\fake\fake_clone_0199.wav,1,fake,188.10464315600194
